match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2017-frenchopen-1125,0:42:57,1,5,5,0,11,0,72,1,1,185,,40,40,,,37,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,11010,115,0,1,1,,,,,,,1,0,F,26.799,25.908,9,C,NCTL,ND
2017-frenchopen-1125,0:43:54,1,5,5,0,11,0,73,2,1,0,,40,AD,,,37,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,0.000,0.000,0,,,
2017-frenchopen-1125,0:44:20,1,5,6,0,11,2,74,2,1,198,,0,0,,,37,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,11021,123,0,1,2,,,,,,,1,0,0,11.202,13.084,4,W,CTL,ND
2017-frenchopen-1125,0:46:00,1,5,6,0,12,0,75,2,2,174,,0,15,,,37,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,108,0,0,2,,,,,,,1,0,0,34.616,36.114,11,C,NCTL,D
2017-frenchopen-1125,0:46:37,1,5,6,0,12,0,76,2,2,153,,0,30,,,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,95,0,0,2,,,,,,,1,0,0,28.519,13.406,5,W,CTL,D
2017-frenchopen-1125,0:47:09,1,5,6,0,12,0,77,2,2,166,,0,40,,,37,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,103,0,0,2,,,,,,,1,0,0,8.676,8.023,3,W,CTL,D
2017-frenchopen-1125,0:47:32,1,5,7,2,12,2,78,2,2,186,,0,0,,,37,41,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21013,115,0,0,1,,,,,,,1,0,F,8.827,6.056,1,W,CTL,ND
2017-frenchopen-1125,0:49:52,2,0,0,0,1,0,79,2,1,186,,0,15,,,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,115,0,0,1,,,,,,,1,0,0,12.183,10.888,4,C,NCTL,ND
2017-frenchopen-1125,0:50:17,2,0,0,0,1,0,80,2,1,184,,0,30,,,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,114,0,0,1,,,,,,,1,0,0,11.591,20.409,4,BC,NCTL,D
2017-frenchopen-1125,0:50:46,2,0,0,0,1,0,81,1,1,138,,15,30,,,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,85,0,0,1,,,,,,,2,0,0,8.896,10.225,5,C,NCTL,ND
2017-frenchopen-1125,0:51:14,2,0,0,0,1,0,82,1,1,176,,30,30,,,39,43,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,109,0,0,1,,,,,,,1,0,B,14.944,17.587,5,C,CTL,D
2017-frenchopen-1125,0:51:43,2,0,0,0,1,0,83,1,1,151,,40,30,,,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,93,0,0,1,,,,,,,2,0,0,0.000,0.000,3,,,
2017-frenchopen-1125,0:52:11,2,1,0,0,1,1,84,1,1,188,,0,0,,,41,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21032,116,0,0,2,,,,,,,1,0,0,20.211,20.304,5,BW,NCTL,ND
2017-frenchopen-1125,0:53:24,2,1,0,0,2,0,85,1,2,0,,15,0,,,42,43,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,3.910,2.619,0,BC,CTL,D
2017-frenchopen-1125,0:53:44,2,1,0,0,2,0,86,2,2,162,,15,15,,,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,100,0,0,2,,,,,,,1,0,0,2.225,4.874,3,BW,NCTL,D
2017-frenchopen-1125,0:54:02,2,1,0,0,2,0,87,1,2,165,,30,15,,,43,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,102,0,0,2,,,,,,,1,0,F,15.384,19.182,4,BW,NCTL,ND
2017-frenchopen-1125,0:54:35,2,1,0,0,2,0,88,2,2,114,,30,30,,,43,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,70,0,0,2,,,,,,,2,0,0,12.675,8.820,3,W,CTL,ND
2017-frenchopen-1125,0:55:10,2,1,0,0,2,0,89,2,2,192,,30,40,,,43,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,119,0,0,2,,,,,,,1,0,F,5.166,6.285,3,BC,NCTL,ND
2017-frenchopen-1125,0:55:37,2,1,1,0,2,2,90,2,2,168,,0,0,,,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,104,0,0,1,,,,,,,1,0,0,9.586,10.582,7,B,NCTL,D
2017-frenchopen-1125,0:56:14,2,1,1,0,3,0,91,1,1,191,,15,0,,,44,47,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,118,0,0,1,,,,,,,1,0,F,7.926,8.654,1,C,NCTL,ND
2017-frenchopen-1125,0:56:32,2,1,1,0,3,0,92,2,1,147,,15,15,,,44,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,91,0,0,1,,,,,,,2,0,0,11.926,12.224,4,B,NCTL,ND
2017-frenchopen-1125,0:57:13,2,1,1,0,3,0,93,1,1,156,,30,15,,,45,48,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,97,0,0,1,,,,,,,2,0,B,32.643,28.917,9,BC,NCTL,ND
2017-frenchopen-1125,0:58:13,2,1,1,0,3,0,94,1,1,182,,40,15,,,46,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11510,113,0,0,1,,,,,,,1,0,F,11.575,15.272,3,C,CTL,ND
2017-frenchopen-1125,0:58:49,2,1,1,0,3,0,95,2,1,155,,40,30,,,46,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,96,0,0,1,,,,,,,2,0,F,14.844,22.253,6,W,NCTL,D
2017-frenchopen-1125,0:59:31,2,1,1,0,3,0,96,2,1,141,,40,40,,,46,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,87,0,0,1,,,,,,,2,0,0,3.995,10.199,2,BW,NCTL,ND
2017-frenchopen-1125,1:00:06,2,1,1,0,3,0,97,2,1,147,,40,AD,,,46,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,91,0,0,1,,,,,,,2,0,0,4.732,7.229,2,BC,NCTL,ND
2017-frenchopen-1125,1:00:45,2,1,2,0,3,2,98,2,1,188,,0,0,,,46,52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,11021,116,0,1,2,,,,,,,1,0,0,4.397,8.011,2,W,CTL,ND
2017-frenchopen-1125,1:02:19,2,1,2,0,4,0,99,1,2,167,,15,0,,,47,52,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11410,103,0,0,2,,,,,,,1,0,F,0.000,0.000,4,,,
2017-frenchopen-1125,1:02:48,2,1,2,0,4,0,100,2,2,188,,15,15,,,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,116,0,0,2,,,,,,,1,0,0,3.170,3.221,1,BC,NCTL,D
2017-frenchopen-1125,1:03:05,2,1,2,0,4,0,101,2,2,163,,15,30,,,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,101,0,0,2,,,,,,,1,0,0,1.780,5.992,1,BC,NCTL,ND
2017-frenchopen-1125,1:03:25,2,1,2,0,4,0,102,1,2,135,,30,30,,,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,83,0,0,2,,,,,,,2,0,0,23.081,25.407,6,BW,NCTL,ND
2017-frenchopen-1125,1:04:08,2,1,2,0,4,0,103,2,2,170,,30,40,,,48,55,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21510,105,0,0,2,,,,,,,1,0,F,16.052,15.645,3,W,CTL,D
2017-frenchopen-1125,1:04:37,2,1,3,0,4,2,104,2,2,141,,0,0,,,48,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12022,87,0,0,1,,,,,,,2,0,0,28.316,29.510,11,W,CTL,D
2017-frenchopen-1125,1:05:45,2,1,3,0,5,0,105,1,1,196,,15,0,,,49,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,121,0,0,1,,,,,,,1,0,0,11.356,14.534,3,C,NCTL,ND
2017-frenchopen-1125,1:06:05,2,1,3,0,5,0,106,2,1,133,,15,15,,,49,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,82,0,0,1,,,,,,,1,0,0,0.000,0.000,2,,,
2017-frenchopen-1125,1:06:23,2,1,3,0,5,0,107,2,1,161,,15,30,,,49,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11430,100,0,0,1,,,,,,,2,0,0,24.338,18.399,4,W,CTL,ND
2017-frenchopen-1125,1:07:02,2,1,3,0,5,0,108,2,1,146,,15,40,,,49,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,90,0,0,1,,,,,,,1,0,0,5.997,7.194,2,W,NCTL,D
2017-frenchopen-1125,1:07:24,2,1,3,0,5,0,109,1,1,175,,30,40,,,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,21030,108,0,1,1,,,,,,,1,0,0,2.989,5.332,1,W,CTL,D
2017-frenchopen-1125,1:07:40,2,1,3,0,5,0,110,1,1,150,,40,40,,,51,59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,22020,93,0,1,1,,,,,,,1,0,0,13.358,10.806,3,W,CTL,ND
2017-frenchopen-1125,1:08:04,2,1,3,0,5,0,111,1,1,191,,AD,40,,,52,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,1,0,0,1.664,1.018,1,C,CTL,
2017-frenchopen-1125,1:08:23,2,2,3,0,5,1,112,1,1,139,,0,0,,,53,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,86,0,0,2,,,,,,,2,0,0,4.206,3.550,3,BW,NCTL,D
2017-frenchopen-1125,1:10:16,2,2,3,0,6,0,113,2,2,174,,0,15,,,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,108,0,0,2,,,,,,,1,0,0,4.581,4.390,1,BW,NCTL,D
2017-frenchopen-1125,1:10:36,2,2,3,0,6,0,114,1,2,139,,15,15,,,54,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,86,0,0,2,,,,,,,1,0,0,38.530,28.696,10,W,CTL,ND
2017-frenchopen-1125,1:11:24,2,2,3,0,6,0,115,1,2,0,,30,15,,,55,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,3.333,2.147,0,W,CTL,ND
2017-frenchopen-1125,1:11:48,2,2,3,0,6,0,116,2,2,152,,30,30,,,55,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,94,0,0,2,,,,,,,1,0,0,9.415,15.566,3,W,CTL,ND
2017-frenchopen-1125,1:12:12,2,2,3,0,6,0,117,2,2,184,,30,40,,,55,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,114,0,0,2,,,,,,,1,0,F,19.244,13.177,3,B,CTL,D
2017-frenchopen-1125,1:12:46,2,2,3,0,6,0,118,1,2,131,,40,40,,,56,62,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,81,0,0,2,,,,,,,2,0,0,14.852,12.206,4,BW,NCTL,D
2017-frenchopen-1125,1:13:24,2,2,3,0,6,0,119,2,2,175,,40,AD,,,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,108,0,0,2,,,,,,,1,0,0,3.526,4.485,1,BW,NCTL,D
2017-frenchopen-1125,1:13:45,2,2,3,0,6,0,120,1,2,127,,40,40,,,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,78,0,0,2,,,,,,,2,0,0,5.422,4.413,2,W,CTL,ND
2017-frenchopen-1125,1:14:18,2,2,3,0,6,0,121,2,2,178,,40,AD,,,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,110,0,0,2,,,,,,,1,0,0,4.843,4.425,1,C,NCTL,ND
2017-frenchopen-1125,1:14:40,2,2,3,0,6,0,122,1,2,154,,40,40,,,58,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,95,0,0,2,,,,,,,1,0,0,10.833,10.228,6,B,NCTL,ND
2017-frenchopen-1125,1:15:19,2,2,3,0,6,0,123,2,2,177,,40,AD,,,58,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,110,0,0,2,,,,,,,1,0,0,1.191,2.821,3,BW,CTL,ND
2017-frenchopen-1125,1:15:41,2,2,4,0,6,2,124,2,2,161,,0,0,,,58,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,100,0,0,1,,,,,,,1,0,0,5.199,6.368,1,BW,NCTL,D
2017-frenchopen-1125,1:16:24,2,2,4,0,7,0,125,1,1,161,,15,0,,,59,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,100,0,0,1,,,,,,,2,0,0,17.502,22.144,9,BC,CTL,ND
2017-frenchopen-1125,1:17:00,2,2,4,0,7,0,126,1,1,186,,30,0,,,60,66,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,115,0,0,1,,,,,,,1,0,F,9.212,9.452,3,W,CTL,ND
2017-frenchopen-1125,1:17:20,2,2,4,0,7,0,127,1,1,147,,40,0,,,61,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,91,0,0,1,,,,,,,2,0,0,1.792,2.821,1,C,NCTL,
2017-frenchopen-1125,1:17:43,2,2,4,0,7,0,128,2,1,185,,40,15,,,61,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,115,0,0,1,,,,,,,1,0,0,5.957,12.035,4,C,NCTL,ND
2017-frenchopen-1125,1:18:07,2,3,4,0,7,1,129,1,1,182,,0,0,,,62,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,113,0,0,2,,,,,,,1,0,0,1.652,3.435,1,W,CTL,D
2017-frenchopen-1125,1:19:40,2,3,4,0,8,0,130,2,2,176,,0,15,,,62,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,109,0,0,2,,,,,,,1,0,F,9.605,9.065,1,C,NCTL,D
2017-frenchopen-1125,1:20:04,2,3,4,0,8,0,131,1,2,180,,15,15,,,63,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,111,0,0,2,,,,,,,1,0,0,2.120,4.038,2,BC,CTL,ND
2017-frenchopen-1125,1:20:31,2,3,4,0,8,0,132,2,2,183,,15,30,,,63,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,113,0,0,2,,,,,,,1,0,0,8.274,7.045,3,C,NCTL,D
2017-frenchopen-1125,1:20:59,2,3,4,0,8,0,133,2,2,169,,15,40,,,63,70,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,105,0,0,2,,,,,,,1,0,0,23.269,32.093,5,W,NCTL,ND
2017-frenchopen-1125,1:21:34,2,3,4,0,8,0,134,1,2,142,,30,40,,,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,88,0,0,2,,,,,,,2,0,0,5.367,4.787,2,W,CTL,D
2017-frenchopen-1125,1:22:08,2,3,5,0,8,2,135,2,2,136,,0,0,,,64,71,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21412,84,0,0,1,,,,,,,2,0,F,0.000,0.000,5,,,
2017-frenchopen-1125,1:22:58,2,3,5,0,9,0,136,2,1,197,,0,15,,,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,122,0,0,1,,,,,,,1,0,0,26.084,20.365,10,C,CTL,D
2017-frenchopen-1125,1:23:31,2,3,5,0,9,0,137,2,1,149,,0,30,,,64,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,92,0,0,1,,,,,,,1,0,0,3.786,4.974,2,BW,NCTL,ND
2017-frenchopen-1125,1:23:49,2,3,5,0,9,0,138,1,1,143,,15,30,,,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,88,0,0,1,,,,,,,1,0,0,11.071,9.284,3,C,NCTL,D
2017-frenchopen-1125,1:24:13,2,3,5,0,9,0,139,1,1,184,,30,30,,,66,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,114,0,0,1,,,,,,,1,0,0,0.864,2.093,1,BC,NCTL,
2017-frenchopen-1125,1:24:31,2,3,5,0,9,0,140,2,1,201,,30,40,,,66,74,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11420,124,0,0,1,,,,,,,1,0,0,13.282,10.955,4,C,CTL,ND
2017-frenchopen-1125,1:25:04,2,3,5,0,9,0,141,1,1,149,,40,40,,,67,74,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,21030,92,0,1,1,,,,,,,1,0,0,17.322,17.851,3,W,CTL,ND
2017-frenchopen-1125,1:25:34,2,3,5,0,9,0,142,1,1,200,,AD,40,,,68,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,11010,124,0,0,1,,,,,,,1,0,F,5.253,16.164,3,C,NCTL,ND
2017-frenchopen-1125,1:26:01,2,3,5,0,9,0,143,2,1,149,,40,40,,,68,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,92,0,0,1,,,,,,,1,0,F,21.870,19.566,8,W,NCTL,ND
2017-frenchopen-1125,1:26:36,2,3,5,0,9,0,144,1,1,173,,AD,40,,,69,75,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21030,107,0,0,1,,,,,,,1,0,0,12.906,21.355,5,W,CTL,ND
2017-frenchopen-1125,1:27:15,2,4,5,0,9,1,145,1,1,131,,0,0,,,70,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,81,0,0,2,,,,,,,2,0,0,8.517,6.558,3,BW,NCTL,D
2017-frenchopen-1125,1:29:06,2,4,5,0,10,0,146,2,2,175,,0,15,,,70,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,108,0,0,2,,,,,,,1,0,F,23.715,23.373,5,BC,CTL,ND
2017-frenchopen-1125,1:29:37,2,4,5,0,10,0,147,2,2,130,,0,30,,,70,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,80,0,0,2,,,,,,,2,0,0,0.000,0.000,3,,,
2017-frenchopen-1125,1:30:16,2,4,5,0,10,0,148,1,2,137,,15,30,,,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,85,0,0,2,,,,,,,2,0,0,8.170,6.166,2,W,CTL,D
2017-frenchopen-1125,1:31:04,2,4,5,0,10,0,149,2,2,133,,15,40,,,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,82,0,0,2,,,,,,,2,0,0,0.000,0.000,1,,,
2017-frenchopen-1125,1:31:32,2,4,5,0,10,0,150,1,2,198,,30,40,,,72,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,123,0,0,2,,,,,,,1,0,0,11.554,13.602,4,BC,NCTL,ND
2017-frenchopen-1125,1:32:02,2,4,5,0,10,0,151,1,2,159,,40,40,,,73,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,98,0,0,2,,,,,,,1,0,0,37.006,31.348,10,B,NCTL,ND
2017-frenchopen-1125,1:32:45,2,4,5,0,10,0,152,2,2,163,,40,AD,,,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,101,0,0,2,,,,,,,1,0,0,4.259,5.532,1,B,NCTL,D
2017-frenchopen-1125,1:33:09,2,4,5,0,10,0,153,1,2,156,,40,40,,,74,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,97,0,0,2,,,,,,,1,0,0,5.261,5.973,2,B,NCTL,D
2017-frenchopen-1125,1:33:34,2,4,5,0,10,0,154,2,2,179,,40,AD,,,74,80,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21410,111,0,0,2,,,,,,,1,0,F,14.594,13.134,5,C,CTL,ND
2017-frenchopen-1125,1:34:05,2,4,5,0,10,0,155,1,2,151,,40,40,,,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,93,0,0,2,,,,,,,2,0,0,2.493,3.243,2,B,CTL,ND
2017-frenchopen-1125,1:34:39,2,4,5,0,10,0,156,2,2,167,,40,AD,,,75,81,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,103,0,0,2,,,,,,,1,0,0,21.249,15.092,5,C,NCTL,ND
2017-frenchopen-1125,1:35:18,2,4,6,2,10,2,157,2,2,158,,0,0,,,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12033,98,0,0,1,,,,,,,1,0,0,13.358,10.267,3,BW,CTL,ND
2017-frenchopen-1125,1:36:18,3,0,0,0,1,0,158,1,1,171,,15,0,,,76,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,106,0,0,1,,,,,,,1,0,B,10.194,14.879,5,BW,NCTL,ND
2017-frenchopen-1125,1:37:18,3,0,0,0,1,0,159,1,1,168,,30,0,,,77,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21520,104,0,0,1,,,,,,,1,0,0,23.121,21.101,7,BC,NCTL,D
2017-frenchopen-1125,1:41:52,3,0,0,0,1,0,160,2,1,155,,30,15,,,77,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11030,96,0,0,1,,,,,,,1,0,0,8.129,7.428,2,W,NCTL,ND
2017-frenchopen-1125,1:42:22,3,0,0,0,1,0,161,2,1,133,,30,30,,,77,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,82,0,0,1,,,,,,,2,0,0,15.783,25.297,6,BW,NCTL,D
2017-frenchopen-1125,1:43:03,3,0,0,0,1,0,162,1,1,171,,40,30,,,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,106,0,0,1,,,,,,,1,0,0,13.356,25.226,5,W,CTL,ND
2017-frenchopen-1125,1:43:29,3,1,0,0,1,1,163,1,1,172,,0,0,,,79,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11512,106,0,0,2,,,,,,,2,0,F,16.611,17.972,7,BC,CTL,ND
2017-frenchopen-1125,1:44:41,3,1,0,0,2,0,164,2,2,129,,0,15,,,79,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,80,0,0,2,,,,,,,2,0,0,0.000,0.000,3,,,
2017-frenchopen-1125,1:45:11,3,1,0,0,2,0,165,2,2,154,,0,30,,,79,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,95,0,0,2,,,,,,,1,0,0,0.000,0.000,7,,,
2017-frenchopen-1125,1:45:44,3,1,0,0,2,0,166,1,2,137,,15,30,,,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,85,0,0,2,,,,,,,2,0,0,4.054,2.363,2,C,NCTL,ND
2017-frenchopen-1125,1:46:32,3,1,0,0,2,0,167,2,2,163,,15,40,,,80,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,101,0,0,2,,,,,,,1,0,0,9.704,11.253,3,BW,NCTL,ND
2017-frenchopen-1125,1:46:56,3,1,1,0,2,2,168,2,2,170,,0,0,,,80,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,105,0,0,1,,,,,,,1,0,0,3.139,2.691,1,W,CTL,D
2017-frenchopen-1125,1:47:26,3,1,1,0,3,0,169,1,1,148,,15,0,,,81,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,92,0,0,1,,,,,,,2,0,0,5.238,8.848,3,BC,NCTL,D
2017-frenchopen-1125,1:47:49,3,1,1,0,3,0,170,1,1,184,,30,0,,,82,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,114,0,0,1,,,,,,,1,0,0,1.727,2.526,1,W,CTL,
2017-frenchopen-1125,1:48:06,3,1,1,0,3,0,171,1,1,191,,40,0,,,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,1,0,0,4.858,5.277,1,C,NCTL,D
2017-frenchopen-1125,1:48:22,3,2,1,0,3,1,172,1,1,138,,0,0,,,84,88,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,22022,85,0,0,2,,,,,,,2,0,0,8.630,5.385,1,W,NCTL,
