match_id,"ElapsedTime","SetNo","P1GamesWon","P2GamesWon","SetWinner","GameNo","GameWinner","PointNumber","PointWinner","PointServer","Speed_KMH","Rally","P1Score","P2Score","P1Momentum","P2Momentum","P1PointsWon","P2PointsWon","P1Ace","P2Ace","P1Winner","P2Winner","P1DoubleFault","P2DoubleFault","P1UnfErr","P2UnfErr","P1NetPoint","P2NetPoint","P1NetPointWon","P2NetPointWon","P1BreakPoint","P2BreakPoint","P1BreakPointWon","P2BreakPointWon","P1FirstSrvIn","P2FirstSrvIn","P1FirstSrvWon","P2FirstSrvWon","P1SecondSrvIn","P2SecondSrvIn","P1SecondSrvWon","P2SecondSrvWon","P1ForcedError","P2ForcedError","History","Speed_MPH","P1BreakPointMissed","P2BreakPointMissed","ServeIndicator","Serve_Direction","Winner_FH","Winner_BH","P1TurningPoint","P2TurningPoint"
2011-frenchopen-1104,0:53:19,1,6,6,0,13,0,76,1,1,132,1,2,5,50,56,37,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22020,82,0,0,2,3,0,0,0,0
2011-frenchopen-1104,0:54:02,1,6,6,0,13,0,77,2,2,0,1,2,6,49,58,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,0,0,0,2,2,0,0,0,0
2011-frenchopen-1104,0:54:17,1,6,7,2,13,2,78,2,2,192,1,0,0,45,65,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11033,119,0,0,1,3,0,0,4,7
2011-frenchopen-1104,0:55:17,2,0,0,0,1,0,79,2,1,128,12,0,15,44,67,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11030,79,0,0,1,3,0,0,6,11
2011-frenchopen-1104,0:56:17,2,0,0,0,1,0,80,2,1,169,4,0,30,43,69,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12030,105,0,0,1,1,0,0,0,0
2011-frenchopen-1104,0:57:17,2,0,0,0,1,0,81,2,1,169,4,0,40,41,70,37,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,105,0,0,1,1,0,0,0,0
2011-frenchopen-1104,0:58:17,2,0,0,0,1,0,82,1,1,159,1,15,40,43,69,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,22030,98,0,1,1,1,0,0,1,2
2011-frenchopen-1104,1:00:16,2,0,0,0,1,0,83,1,1,172,1,30,40,45,68,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,22030,106,0,1,1,3,0,0,2,0
2011-frenchopen-1104,1:00:55,2,0,1,0,1,2,84,2,1,186,4,0,0,43,76,39,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21012,115,0,0,2,2,1,0,0,6
2011-frenchopen-1104,1:01:54,2,0,1,0,2,0,85,1,2,179,4,15,0,45,75,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22030,111,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:02:27,2,0,1,0,2,0,86,2,2,0,1,15,15,45,78,40,46,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21010,0,0,0,2,3,1,0,0,10
2011-frenchopen-1104,1:02:45,2,0,1,0,2,0,87,2,2,186,1,15,30,44,80,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,115,0,0,2,3,0,0,1,0
2011-frenchopen-1104,1:03:05,2,0,1,0,2,0,88,2,2,155,3,15,40,44,83,40,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22010,96,0,0,2,2,0,1,0,0
2011-frenchopen-1104,1:03:52,2,0,1,0,2,0,89,1,2,0,2,30,40,46,82,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21030,0,0,0,2,3,0,0,0,4
2011-frenchopen-1104,1:04:07,2,0,2,0,2,2,90,2,2,185,1,0,0,45,86,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11032,115,0,0,1,3,0,0,1,6
2011-frenchopen-1104,1:04:57,2,0,2,0,3,0,91,2,1,109,1,0,15,43,87,41,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,67,0,0,1,2,0,0,0,0
2011-frenchopen-1104,1:05:14,2,0,2,0,3,0,92,2,1,160,4,0,30,41,88,41,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,99,0,0,1,1,0,0,5,0
2011-frenchopen-1104,1:05:44,2,0,2,0,3,0,93,2,1,172,4,0,40,40,90,41,52,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12030,106,0,0,1,3,0,0,0,4
2011-frenchopen-1104,1:06:14,2,0,2,0,3,0,94,1,1,163,1,15,40,43,90,42,52,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,12010,101,0,1,1,1,0,1,0,0
2011-frenchopen-1104,1:06:38,2,0,3,0,3,2,95,2,1,163,10,0,0,40,96,42,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,11032,101,0,0,2,1,0,0,1,8
2011-frenchopen-1104,1:07:38,2,0,3,0,4,0,96,2,2,142,5,0,15,38,97,42,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12020,88,0,0,2,2,0,0,2,0
2011-frenchopen-1104,1:09:19,2,0,3,0,4,0,97,2,2,178,1,0,30,37,99,42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,110,0,0,2,3,0,0,6,9
2011-frenchopen-1104,1:09:37,2,0,3,0,4,0,98,2,2,145,5,0,40,35,100,42,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,90,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:10:16,2,0,4,0,4,2,99,2,2,172,1,0,0,34,104,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11032,106,0,0,1,2,0,0,0,0
2011-frenchopen-1104,1:10:42,2,0,4,0,5,0,100,1,1,126,5,15,0,36,103,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21030,78,0,0,1,1,0,0,1,4
2011-frenchopen-1104,1:11:14,2,0,4,0,5,0,101,1,1,159,3,30,0,37,101,44,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21020,98,0,0,1,1,0,0,2,0
2011-frenchopen-1104,1:11:32,2,0,4,0,5,0,102,1,1,144,3,40,0,39,100,45,57,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22030,89,0,0,1,3,0,0,5,0
2011-frenchopen-1104,1:11:58,2,1,4,0,5,1,103,1,1,189,9,0,0,44,100,46,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11012,117,0,0,2,2,1,0,8,3
2011-frenchopen-1104,1:12:58,2,1,4,0,6,0,104,2,2,181,3,0,15,44,103,46,58,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22410,112,0,0,2,3,0,1,0,0
2011-frenchopen-1104,1:14:55,2,1,4,0,6,0,105,1,2,190,2,15,15,45,101,47,58,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,118,0,0,2,3,0,0,0,0
2011-frenchopen-1104,1:15:24,2,1,4,0,6,0,106,1,2,162,8,30,15,47,100,48,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22030,100,0,0,2,3,0,0,3,0
2011-frenchopen-1104,1:16:11,2,1,4,0,6,0,107,1,2,182,2,40,15,49,99,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21030,113,0,0,2,1,0,0,5,4
2011-frenchopen-1104,1:16:38,2,1,4,0,6,0,108,2,2,191,7,40,30,47,100,49,59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,11020,118,1,0,2,3,0,0,0,0
2011-frenchopen-1104,1:17:13,2,1,4,0,6,0,109,2,2,143,11,40,40,45,101,49,60,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,88,1,0,2,3,0,0,0,0
2011-frenchopen-1104,1:18:10,2,1,4,0,6,0,110,2,2,142,1,40,AD,43,102,49,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,88,0,0,2,1,0,0,6,3
2011-frenchopen-1104,1:18:53,2,1,5,0,6,2,111,2,2,195,1,0,0,43,107,49,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24000,121,0,0,1,3,0,0,0,7
2011-frenchopen-1104,1:19:28,2,1,5,0,7,0,112,2,1,164,4,0,15,42,109,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11030,101,0,0,1,3,0,0,0,8
2011-frenchopen-1104,1:19:51,2,1,5,0,7,0,113,1,1,148,5,15,15,44,108,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21030,92,0,0,1,1,0,0,1,0
2011-frenchopen-1104,1:20:35,2,1,5,0,7,0,114,1,1,179,1,30,15,47,108,51,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12010,111,0,0,1,3,0,1,4,0
2011-frenchopen-1104,1:21:02,2,1,5,0,7,0,115,2,1,0,1,30,30,47,111,51,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22010,0,0,0,1,1,0,1,5,2
2011-frenchopen-1104,1:21:12,2,1,5,0,7,0,116,2,1,130,6,30,40,46,113,51,65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12030,80,0,0,1,2,0,0,0,5
2011-frenchopen-1104,1:21:56,2,1,6,2,7,2,117,2,1,160,4,0,0,40,122,51,66,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,12033,99,0,0,2,1,0,0,7,14
2011-frenchopen-1104,1:22:56,3,0,0,0,1,0,118,2,2,136,7,0,15,38,123,51,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,84,0,0,2,1,0,0,9,0
2011-frenchopen-1104,1:23:56,3,0,0,0,1,0,119,2,2,133,5,0,30,36,124,51,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,82,0,0,2,3,0,0,10,0
2011-frenchopen-1104,1:24:56,3,0,0,0,1,0,120,1,2,160,10,15,30,37,122,52,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,99,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:25:56,3,0,0,0,1,0,121,2,2,167,7,15,40,37,125,52,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21010,103,0,0,2,3,1,0,0,2
2011-frenchopen-1104,1:27:36,3,0,1,0,1,2,122,2,2,178,9,0,0,35,128,52,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12022,110,0,0,1,2,0,0,1,4
2011-frenchopen-1104,1:28:59,3,0,1,0,2,0,123,1,1,177,11,15,0,37,127,53,70,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21430,110,0,0,1,1,0,0,0,5
2011-frenchopen-1104,1:29:41,3,0,1,0,2,0,124,2,1,161,2,15,15,36,129,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11030,100,0,0,1,1,0,0,0,0
2011-frenchopen-1104,1:30:06,3,0,1,0,2,0,125,2,1,120,2,15,30,34,130,53,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,74,0,0,1,1,0,0,1,0
2011-frenchopen-1104,1:30:41,3,0,1,0,2,0,126,2,1,139,4,15,40,32,131,53,73,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12020,86,0,0,1,2,0,0,5,4
2011-frenchopen-1104,1:31:22,3,0,1,0,2,0,127,1,1,175,7,30,40,34,130,54,73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,22030,108,0,1,1,1,0,0,0,0
2011-frenchopen-1104,1:31:58,3,0,1,0,2,0,128,1,1,132,1,40,40,37,130,55,73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11010,82,0,1,1,1,1,0,0,0
2011-frenchopen-1104,1:33:19,3,0,1,0,2,0,129,1,1,0,1,AD,40,39,129,56,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,0,0,0,1,2,0,0,7,2
2011-frenchopen-1104,1:33:53,3,0,1,0,2,0,130,2,1,0,1,40,40,38,131,56,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12030,0,0,0,1,3,0,0,0,0
2011-frenchopen-1104,1:34:12,3,0,1,0,2,0,131,1,1,139,7,AD,40,40,130,57,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,22030,86,0,0,1,1,0,0,0,0
2011-frenchopen-1104,1:34:46,3,1,1,0,2,1,132,1,1,170,9,0,0,45,130,58,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12012,105,0,0,2,1,0,1,6,1
2011-frenchopen-1104,1:35:41,3,1,1,0,3,0,133,2,2,153,1,0,15,44,132,58,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12030,95,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:36:14,3,1,1,0,3,0,134,2,2,195,5,0,30,44,135,58,76,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21010,121,0,0,2,3,1,0,0,5
2011-frenchopen-1104,1:36:42,3,1,1,0,3,0,135,2,2,192,9,0,40,43,137,58,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,119,0,0,2,3,0,0,2,7
2011-frenchopen-1104,1:37:20,3,1,1,0,3,0,136,1,2,187,1,15,40,46,137,59,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11010,116,0,0,2,1,1,0,0,0
2011-frenchopen-1104,1:37:46,3,1,1,0,3,0,137,1,2,161,1,30,40,49,137,60,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11010,100,0,0,2,2,1,0,5,0
2011-frenchopen-1104,1:38:24,3,1,1,0,3,0,138,1,2,148,2,40,40,50,135,61,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22020,92,0,0,2,3,0,0,7,2
2011-frenchopen-1104,1:38:58,3,1,1,0,3,0,139,1,2,188,4,AD,40,52,134,62,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22030,116,0,0,2,3,0,0,0,3
2011-frenchopen-1104,1:39:34,3,2,1,0,3,1,140,1,2,180,4,0,0,58,130,63,77,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,21422,111,0,0,1,2,0,0,9,7
2011-frenchopen-1104,1:41:25,3,2,1,0,4,0,141,2,1,160,10,0,15,56,131,63,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,99,0,0,1,3,0,0,0,0
2011-frenchopen-1104,1:42:00,3,2,1,0,4,0,142,2,1,159,6,0,30,55,133,63,79,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12030,98,0,0,1,1,0,0,0,0
2011-frenchopen-1104,1:42:37,3,2,1,0,4,0,143,1,1,168,1,15,30,58,133,64,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14000,104,0,0,1,1,0,0,0,3
2011-frenchopen-1104,1:43:00,3,2,1,0,4,0,144,1,1,169,3,30,30,60,132,65,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,105,0,0,1,1,0,0,4,0
2011-frenchopen-1104,1:43:18,3,2,1,0,4,0,145,1,1,163,3,40,30,63,132,66,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12010,101,0,0,1,1,0,1,8,0
2011-frenchopen-1104,1:43:45,3,3,1,0,4,1,146,1,1,192,1,0,0,67,131,67,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21032,119,0,0,2,3,0,0,9,2
2011-frenchopen-1104,1:44:27,3,3,1,0,5,0,147,2,2,154,3,0,15,65,132,67,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12020,95,0,0,2,1,0,0,0,0
2011-frenchopen-1104,1:44:48,3,3,1,0,5,0,148,1,2,174,4,15,15,67,131,68,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21030,108,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:45:22,3,3,1,0,5,0,149,2,2,149,9,15,30,67,134,68,81,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21010,92,0,0,2,2,1,0,0,3
2011-frenchopen-1104,1:46:13,3,3,1,0,5,0,150,1,2,160,10,30,30,70,134,69,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11010,99,0,0,2,1,1,0,5,0
2011-frenchopen-1104,1:47:00,3,3,1,0,5,0,151,1,2,171,2,40,30,71,132,70,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22020,106,0,0,2,2,0,0,0,0
2011-frenchopen-1104,1:47:22,3,3,1,0,5,0,152,2,2,171,3,40,40,70,134,70,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,106,1,0,2,3,0,0,0,0
2011-frenchopen-1104,1:47:50,3,3,1,0,5,0,153,2,2,146,1,40,AD,68,135,70,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,90,0,0,2,1,0,0,2,1
2011-frenchopen-1104,1:48:32,3,3,2,0,5,2,154,2,2,0,1,0,0,68,141,70,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23000,0,0,0,1,3,0,0,3,9
2011-frenchopen-1104,1:50:29,3,3,2,0,6,0,155,2,1,170,4,0,15,66,142,70,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,105,0,0,1,1,0,0,4,0
2011-frenchopen-1104,1:51:42,3,3,2,0,6,0,156,2,1,138,1,0,30,66,145,70,86,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21010,85,0,0,1,2,1,0,0,10
2011-frenchopen-1104,1:52:11,3,3,2,0,6,0,157,2,1,162,2,0,40,64,146,70,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,100,0,0,1,2,0,0,0,0
2011-frenchopen-1104,1:52:46,3,3,2,0,6,0,158,2,2,129,3,0,15,61,150,70,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,11030,80,0,0,2,1,0,0,5,0
2011-frenchopen-1104,1:53:19,3,3,2,0,6,0,159,2,2,149,1,0,30,60,152,70,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,92,0,0,2,3,0,0,6,7
2011-frenchopen-1104,1:53:40,3,3,2,0,6,0,160,1,2,0,0,15,30,60,149,70,90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,2,0,0,0,0,0
2011-frenchopen-1104,1:54:20,3,3,2,0,6,0,161,1,2,123,1,30,30,63,149,71,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11010,76,0,0,2,2,1,0,0,0
2011-frenchopen-1104,1:54:45,3,3,2,0,6,0,162,1,2,171,2,40,30,64,147,72,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,106,0,0,2,2,0,0,4,5
2011-frenchopen-1104,1:55:09,3,3,2,0,6,0,163,2,2,189,1,40,40,64,148,73,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,117,1,0,2,3,0,0,0,0
2011-frenchopen-1104,1:55:29,3,3,2,0,6,0,164,2,2,182,5,40,AD,63,150,73,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,113,0,0,2,1,0,0,0,0
2011-frenchopen-1104,1:55:58,3,3,2,0,6,0,165,1,2,148,4,40,40,64,150,73,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22030,92,0,0,2,3,0,0,0,3
2011-frenchopen-1104,1:56:48,3,3,2,0,6,0,166,1,2,184,2,AD,40,65,148,74,92,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,114,0,0,2,3,0,0,1,0
2011-frenchopen-1104,1:57:13,3,3,2,0,6,0,167,2,2,155,1,40,40,64,148,75,92,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11020,96,1,0,2,2,0,0,0,0
2011-frenchopen-1104,1:58:28,3,3,2,0,6,0,168,1,2,0,2,AD,40,64,147,75,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21020,0,0,0,2,1,0,0,0,3
2011-frenchopen-1104,1:58:48,3,3,2,0,6,0,169,2,2,196,1,40,40,64,148,76,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,121,1,0,2,3,0,0,1,0
2011-frenchopen-1104,1:59:29,3,3,2,0,6,0,170,1,2,0,6,AD,40,65,148,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22030,0,0,0,2,3,0,0,0,0
2011-frenchopen-1104,1:59:46,3,3,2,0,6,0,171,2,2,194,1,40,40,65,149,77,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,120,1,0,2,2,0,0,0,2
2011-frenchopen-1104,2:00:07,3,3,2,0,6,0,172,2,2,174,3,40,AD,64,151,77,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,108,0,0,2,1,0,0,0,3
2011-frenchopen-1104,2:00:37,3,3,3,0,6,2,173,2,2,184,1,0,0,64,157,77,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23000,114,0,0,1,3,0,0,1,9
2011-frenchopen-1104,2:02:36,3,3,3,0,7,0,174,2,1,161,10,0,15,62,158,77,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11020,100,0,0,1,1,0,0,3,0
2011-frenchopen-1104,2:03:10,3,3,3,0,7,0,175,2,1,137,4,0,30,60,159,77,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,85,0,0,1,1,0,0,4,0
2011-frenchopen-1104,2:03:51,3,3,3,0,7,0,176,2,1,172,4,0,40,59,161,77,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11030,106,0,0,1,3,0,0,5,4
2011-frenchopen-1104,2:04:22,3,3,3,0,7,0,177,1,1,181,3,15,40,60,161,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,22030,112,0,1,1,3,0,0,0,0
2011-frenchopen-1104,2:04:42,3,3,3,0,7,0,178,1,1,137,7,30,40,61,159,78,100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22020,85,0,1,1,1,0,0,0,0
2011-frenchopen-1104,2:05:37,3,3,4,0,7,2,179,2,1,121,4,0,0,60,168,79,100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,21512,75,0,0,2,1,1,0,1,7
2011-frenchopen-1104,2:06:33,3,3,4,0,8,0,180,2,2,0,1,0,15,58,169,79,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,0,0,0,2,1,0,0,2,8
2011-frenchopen-1104,2:07:02,3,3,4,0,8,0,181,2,2,154,19,0,30,57,171,79,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,95,0,0,2,3,0,0,4,12
2011-frenchopen-1104,2:08:11,3,3,4,0,8,0,182,1,2,0,0,15,30,57,168,79,103,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,2,0,0,0,0,0
2011-frenchopen-1104,2:08:34,3,3,4,0,8,0,183,2,2,148,3,15,40,58,170,80,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21410,92,0,0,2,3,1,0,0,0
